DOID:45054258	"k j c j y n m y m j"	"x q k q b k c l r y"	"DOID:45054258"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:00724681	"x k x e u k u w l i"	"b o g s t p v v k k"	"DOID:00724681"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:33045193	"n a i d d b h f f j"	"l s c j b r q e e r"	"DOID:33045193"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:75490437	"r v u j b u k y d d"	"c l d m x g d j s u"	"DOID:75490437"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:96863547	"z u d h a f o r w c"	"m u f l o q g n i c"	"DOID:96863547"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:00261237	"a t q w h l b v g d"	"u m k e a p c v m o"	"DOID:00261237"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:48894391	"y j d m g b y a j f"	"q p g n t w a w r s"	"DOID:48894391"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:93743950	"i q e s n o a j e w"	"j b f q m r d k q c"	"DOID:93743950"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:86764311	"m l s y z p d t y f"	"p b g q z q r y q c"	"DOID:86764311"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:72797417	"v q c f y i o t h m"	"f o x u c h i a k j"	"DOID:72797417"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:43382076	"t w f f s s h d k n"	"f k a f d n h u k x"	"DOID:43382076"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:35907127	"p x v v r m j o s d"	"f n f j h i l w v z"	"DOID:35907127"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:62104716	"d s r j u f f x y w"	"v g x b a y o n o k"	"DOID:62104716"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:89967520	"m e y e p r p f j u"	"l q r g z k t y u m"	"DOID:89967520"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:40395906	"o e f h m g k h d c"	"g i w l v v o c d b"	"DOID:40395906"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:57201483	"u v q y s h t h b l"	"f a t y g u w d y s"	"DOID:57201483"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:73393522	"g s t e d c l n e n"	"t v f a w n i l e d"	"DOID:73393522"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:23576136	"i i a k d d m s p c"	"l f t a i c h h j a"	"DOID:23576136"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:73384520	"t m g u m g f h h o"	"p x t n y m b k r m"	"DOID:73384520"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:25884168	"v m m g v g c q g x"	"j i a i r w o r i s"	"DOID:25884168"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:84052819	"e v w s s r y c w i"	"a h j k c t m b f f"	"DOID:84052819"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:63742537	"p g g w e l s q t t"	"m i w r k z v i d g"	"DOID:63742537"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:91562606	"d c v b w g n h q g"	"d m o a d t h n k a"	"DOID:91562606"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:70080788	"j y d z a k b a k w"	"v q g d a z b a c g"	"DOID:70080788"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:14250266	"z c h w b s z m g g"	"q t b p z o l q p f"	"DOID:14250266"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:70406379	"o i c y f p j s k g"	"c a b e f m f w t m"	"DOID:70406379"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:72519014	"z l d v x s t f h u"	"j a j j r a b t x c"	"DOID:72519014"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:57026781	"f q y j o h q x m a"	"e z i o q n y e x r"	"DOID:57026781"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:97327726	"n i x i n u b a u o"	"y j q s q r b g t w"	"DOID:97327726"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:52502484	"k e r w d n b i s q"	"a z x h l c q g s c"	"DOID:52502484"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:74261421	"b h p j n e g d i b"	"w g d u g k u q c v"	"DOID:74261421"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:09110176	"c l s r h o x m m a"	"k u c l i a o t u h"	"DOID:09110176"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:99825265	"m a h f i i y o p j"	"j v s d u l l u h x"	"DOID:99825265"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:12700652	"h r p y b p g q j u"	"c w z d y d h x b s"	"DOID:12700652"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:73885722	"a u f a m h t a z y"	"a i j r c m l c l i"	"DOID:73885722"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:77932300	"t g x b d m i a u f"	"i y z m t m v r i z"	"DOID:77932300"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:74078191	"j z o h j i b o j z"	"e v e b j d c o z c"	"DOID:74078191"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:87629151	"l t h f j b e y k c"	"y k r i h m z y r t"	"DOID:87629151"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:73288471	"k h t e p c f t r b"	"p e w e z u d o i q"	"DOID:73288471"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:76481476	"v t g a g t l y f z"	"d r j r f i s f t b"	"DOID:76481476"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:79407102	"o f u x m k c b n y"	"y l s c i u z l t p"	"DOID:79407102"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:22286047	"s u t f y w b w z p"	"t a b r g t a a a q"	"DOID:22286047"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:57075514	"b e t a q a y a u u"	"a c y v q n q x g w"	"DOID:57075514"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:81507764	"z n s h k q f j m u"	"v d o b f k g k f o"	"DOID:81507764"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:35223402	"r u l f r u z b m b"	"u c t w o n q u y f"	"DOID:35223402"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:95984011	"d i m p u z z n k i"	"d z z i j u l k v u"	"DOID:95984011"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:59486007	"l x f q c k u b u t"	"c b w k i j w r n b"	"DOID:59486007"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:17944345	"g d t w k j j m u a"	"l h q n d z m v n w"	"DOID:17944345"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:15623301	"y a n r x n m b j b"	"e a k p v u v a z p"	"DOID:15623301"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:21269408	"y w s n v j u n a m"	"o c h s w u x n w w"	"DOID:21269408"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:48555632	"e y x f s a g x h t"	"q c l e w z f x v j"	"DOID:48555632"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:86566693	"p h r i r n h y e r"	"e s e v z q a s l b"	"DOID:86566693"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:76349242	"w p z y z c h e b y"	"b h t h b h p v s z"	"DOID:76349242"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:36445698	"r o j h p u r w n h"	"b t c v i r d o r g"	"DOID:36445698"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:57719972	"v l e b i b e s r z"	"h f c s z e n r m c"	"DOID:57719972"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:60269652	"k p a o i y u b h y"	"k j i i c v e c y q"	"DOID:60269652"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:22677653	"p l y a a o f f e k"	"l f j f w l c w s v"	"DOID:22677653"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:48101981	"b p t i p m h l z v"	"o u n f d a a k y w"	"DOID:48101981"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:46116083	"k f b s a q j j g r"	"j t y y e m i o g d"	"DOID:46116083"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:57737181	"z p i u i q c t n e"	"l e t h v z d e f d"	"DOID:57737181"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:50844956	"p o w l h x o g k f"	"d b c d t t q e x v"	"DOID:50844956"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:40619979	"y o p v d v i m v u"	"r o w f j r f t i f"	"DOID:40619979"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:69382177	"q p z q i d b l d a"	"t r c e p w y o o q"	"DOID:69382177"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:76925705	"v a r q g g s w g s"	"u y v w g b h a m k"	"DOID:76925705"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:15206514	"z g m k d v m y j q"	"r e x r y c h f p y"	"DOID:15206514"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:32411915	"s n b p x s v p n t"	"v i j v b f a d e k"	"DOID:32411915"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:81960466	"n x s i y w j r a g"	"o q f l n c f z y a"	"DOID:81960466"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:53647083	"b n g o g e l u e n"	"k v y z u f u s q a"	"DOID:53647083"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:61273514	"z o r g p a z e l b"	"e w i q p q v h s u"	"DOID:61273514"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:76593992	"v q g r r b e t m l"	"v f o j s e q a r e"	"DOID:76593992"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:98478890	"n h b l v j a h d b"	"l y z c q w x g w o"	"DOID:98478890"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:00912915	"p k p v c d o b t k"	"i u e h c s c o v q"	"DOID:00912915"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:86627128	"y e y d u m r k j y"	"e t y y b v u x h v"	"DOID:86627128"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:36820200	"i k n u l i l e l k"	"s k k w v b q i q s"	"DOID:36820200"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:21298793	"o j p o r v p n t b"	"i y e f z r i c e a"	"DOID:21298793"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:49676869	"g o a b k a u k c c"	"h s k d s k v l z o"	"DOID:49676869"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:25644653	"g w d g d t f h w w"	"s y x o y i n q z j"	"DOID:25644653"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:26965915	"u i t j b s v m j k"	"d p o k g j k p m l"	"DOID:26965915"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:65686468	"y d x n z a n o t o"	"t k n y r g x e x f"	"DOID:65686468"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:35580330	"q x i a a r v x e r"	"d e j s u t b y n m"	"DOID:35580330"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:29697848	"p a y o s p x d t h"	"x j o v n p e d j x"	"DOID:29697848"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:63116761	"f c d r q s h f i o"	"x c m x j j o u n s"	"DOID:63116761"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:15076504	"e e z d h i g p x w"	"m o g q x e s m p i"	"DOID:15076504"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:48538400	"d n e r v n t a e v"	"p n l p z k e o o i"	"DOID:48538400"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:09948486	"w r u r s s z m f s"	"b v u b q b i r i i"	"DOID:09948486"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:20514179	"k u t f p f e z v c"	"p h q h z g u f i w"	"DOID:20514179"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:32575122	"k d d c u x v r a a"	"s c v e u x o x c s"	"DOID:32575122"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:05800396	"u i i t o h n j l x"	"i f v j t x m c a d"	"DOID:05800396"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
DOID:34543301	"x m o b z d f l y k"	"s p w a d j g j r l"	"DOID:34543301"	"doid"	"Disease;DiseaseOrPhenotypicFeature;BiologicalEntity;NamedThing;Entity"
